sentiment,content
0,watch twin handle mariner whoohoo tony
1,hello_jodie um throw jarewolfs van yesterday take er
1,ddlovato demi pretty bang everything look grow picture like bang
1,really miss phone can not wait till new one come
1,contact paw philippine find quottigerquot new owner sad love dog soo much
0,good morning tis rainy monday morningblahhh
1,officially miss quark huhuhu no heart hand partner no one dance tonight come home
1,pntbtrkisse agree dog_crazy not worth block amp let twitter police know harrassment
0,heidimontag saturday good not wait monday night
0,shoegal007 oh okay cool
1,guess not mean change
0,head schoool go good day knoww
1,funeral ceremonygloomy friday
0,mrskutcher amp aplusk two funny
0,hurray quotsummertimequot start today mean work pm instead august yay
1,friday night never fun work saturday morning
0,blog update
0,hmm icecream breakfast springtime
1,chrisettefan hey aww man no not ignore not mobile web txt see unless gt
0,print mom amazon gift card happy mother day talk last minute
1,julezykin must kid no boy definatelyi hope anyway o_o no girl probably honest must proper ugly noone like
1,joannaangel strict diet ugh feel like cheat one day ill throw everything
1,jennytalia shut face mean pedro suppose mean one
1,cause miss lot class
0,ryan stiles still funniest man ever get great news not great news tonight happy could burst
1,gnight world vacation end day
0,the_real_nash want honorary filipino ill follow thank daxvelando
0,fallenstar _ oh ok wedding heap nice big fan qld
0,get back cheescake factory boy oh boy gut stuff
0,error505 well greatly appreciate comment mean lot work themwork progress know
0,msknitsox thank amy full hotness
1,dorkita buu not get right plop close quoturbanquot
1,wish laptop charger could tweet fast
0,dmaul53854 yus really nice
1,ill hate see doc
0,happy mother day favorite mom
0,watch wolverine yesterday spur moment kinda thing awesome proud south african director
1,cocktailchic oh fck completely forget thirsty thursday oh gaga suck
0,morning sunshiine
0,trippingtracy pow wow chicago area definitely check fun happy mother day
1,digitalpainte oh mann das ist super lustig du armer mac age month battery charge no garantiefall
0,tomfelton awww sooo adorable old u video
0,aclockworktoad take lot pic really pretty lot palm tree
0,well go to go shower get to get rdy movie couple hour byeee esther lt3 pss miss u katherine
1,take care sick child
1,omg maddie holby dead gutte love nadine lewington really want maddie clifford get together
1,hmm disappointed make serving able enjoy one stomach full wish company help
1,nursedoublek someone help makeupyou got go look fine another shot
1,aldenpolicar sad say fat tear
1,summersunray sad
1,fast amp furious excellent movie andy great guy time lol
0,okayyy read cause ill feel special haha
1,dagnamit late power twitter update pant no clickable link
0,oh also today must remember hoppusday happy hoppusday yes say yesterday change okay
0,itsjakey love call chica
1,oops spend much already lol quid go
0,kolsweetie hell yeah belgian beer bomb p
0,amazinq qirlsniqhtout quess always qreat excuse wear tiny dress amp heel
0,not know mom give clean macbook white tint grayish blue black desk
1,depressed pretty day everyone either something cantbleh
0,dduane wave back good day
0,steveplunkett hey need car ill dm address
1,download chexquest year sin final release say right
1,miss jp not know iv give headache think make want cry
1,yurges loadsa shizze happend upset
1,sadly time come put mom home
0,_ anh hmm tasty go curry rice pea probably
0,torenheksje thank retweet
0,amazing time last night mcfly incredible
0,fly ontario hourswill probably stay awakei dayscampe first time yayi sleepy
1,japanese exchange student cute thing ever see seriously haha want put pocketampkeep
1,lifesaver45 suck
1,mrskutcher sorry demi read post attend bgt sure support sb help tho world without pap plzz
1,biggg headache
1,t_rothlisberger fuck awesome bookmark
0,andrew no idea rest think ben princeton could fun lol go late
1,jephjacque three hat word quotsee mondayquot
1,ancillatilia tooo wish could get
0,good morning ready start week
1,sad greg pritchard not make final britain get talent coz soooo deserve
0,mitchelmusso heyyyyy us english fan want signing
1,not run annapolis half marathon weekend fail meet registeration deadline amp completely fill
1,fridayyyyy work
0,ok shower call name hour think ill indulge amp respond allow robin thicke serenade
0,wanna see upppppp
0,scary hook wire n print sum graph ohhhhhh
1,head dmv pay hardearne money
0,like new trend next
1,sufigirl35 well no way start day
1,wish go back lake weekendhad blastmiss lil bro
0,new york ft look rather good last night big apple
1,sigh go bed not feel right anymore
0,hot_music_new thank
0,gcrush thank guy awesome thing blog tonight grateful
1,hollywoodtv question guy liek famous anything haha miley follow luckkyy jealous
1,gailmoscoso oo noo not good
0,jesfive sweeeeet san fran awesome love
1,pageoneresult seo voodoo google cache noarchive hide user
0,scattyjan good cup final today fun
1,not
1,chick fil dinner hopefully feel well head eye kill
0,davidarchie watch video youtube funny david oh talented course
1,brighternoise really
0,great night justine boy westconn people meet tonight haha
1,can not go bed sooooo tired
0,doctor anyone wanna somethin bit
0,wish happy monday wonderful start week make good one
1,joshuardean mii shit listpermanent mii dude
0,yeah go makati cinema square dad later haha
1,head home sea world close early
0,peacehippie04 loser baha dude go to come amp put picture myspace really quick
1,really sad nephew keep busy sort item bwm
0,jonas absolutely heartwarme time bed goodnight jonasbrother
0,lonely gosforth gallery excited meal six follow antony johnson tonight woohoo
0,watch next day air
1,thecubs cubby even else new no matter beat dem bum chicago baseball
0,annadwan90 excellent good see
1,vivyouell get obviously go wrong
1,not well
1,ringram08 glad u feel like cook tired
1,mcfly anit age z
1,mosquito truck wake
1,flyykiddangel lmao need shopping partner today
0,zhayrar lol well thank
0,emarketingguru hi upload completely new chinese lesson please feel free watch enjoy
1,msalonen can not get load want everyone see quotbette davis eyesquot remix video today boooooo
1,plier blow face today mistake kill wrong breaker wire connect plier boom big chunk go
0,rest ahhhhh feel good
1,holmescnn oh not realize well already work today still car not ask
1,exhaust
0,woop buy elliot minor album itune finally work
1,honza take flight back czech republic morning really go miss
0,nathanschultze haha awesome good job
0,sit garden mummy also get text boy think get hint obviously not
1,rainy day philly look like go to movie night
1,picture last year freshman year miss thos day
0,rossianson invite send invite collab pass word around
1,generaltekno will not get rotf toy till much later tell anybody isntis worth get
0,forsakendaemon hooray
0,enjoy steak quesadilla kinda mad cause go to miss laker game
1,definitely miss listen spill canvas miss see live well quotnow stitch ooooover oooover ohquot
1,not macabre hard believe drop real nuclear weapon real japanese human warisfucke
0,bribee84 lol funny love angel hehe
1,gloomy outside make sad miss sun happiness
1,memphianmallory traumatic even discuss none everyone leave weekend
1,weekend buy lose odyssey yay however rrode second time
1,bogwhoppit aw yes week get ask return end wish buy never mind
1,wish not work today
1,krista_watson can not weekend sorry steph work
0,dougiemcfly god peppermint mochas frappachinos amazing addict
0,shannongrissom grannypig followfriday thank still not even close gottalaff
1,katebuckjr sorry not reach either url
1,latinamarie ruddy manageress 2nd bad job never find good place beyond cut
1,work graduation shame
0,spumante hahaha yes
0,donnyosmond excited book ticket vegas live uk can not believe price show ticket
0,last night fun w lightening thunder today 90
1,1030pm friday night go bed pathetic
0,currently enjoy not work bank holiday frasier jeremy kyle far enjoy extra day tweeter
1,mileycyrus yeah isnï½t prom germany although school almost everywhere
0,punnie not use hear powershell nice
1,tommcfly sweet england become lamer lamer since guy leave
1,cuterain follow follower 539not nice
1,greco31 try not think
1,want burrito still minute work
1,sit around fuck alltire
1,lovin clean shaven mr flower look young remind get old
0,darrylep lol splurge chocolate plan splurge little tomorrow
1,sweet_pea00 darn think journey like really
0,amoonchilde thank tomorrow bday tease mom tell mother day gift
1,cchiron well see blah blah blahe muchyep forget sorry butim
1,sheistheemily pq vc nï½o pediu amor
0,iloveicetea haha good luck babe amp upload photo ya
1,wish babe
1,jackalltimelow wish could go melbourne show parent will not let cry
0,last montdays award ceremony
1,ste1987 feel pain hayfever forget take mine yesterday
0,happy mother dayy andd rest fabulous mommys
1,wait denver game come not think go to win laker suck lol p
0,11hunabku11 swine flu victim unite
1,mean mama
1,sad go miss see pennywise year
1,puffffy leavinggggggg nooooooooo
0,ooh lovely ridiculous amount revision leave
1,sad cuz mommy leave indy today
1,ladylogan wish couldbut work
1,happy grey day everyone oh miss grey
0,littlefletcher oh yeahhavent seem age get watch soon thank remind
1,drat land boot die think boot like parsley one go seed first season
1,oh usual warn new follower tend overtweet canuck game apology advance
0,live long prosper fb
0,catboy_dubai enjoy sound idyllic geordiebird lose bikiniperfect holiday
1,robertsemma not reply none fan not know trust
0,woo hoo happiness score apparently overthetop happy consider week
0,get do work nate todaygot another yippee go vacation next week brave calc
0,well come time count else bam
1,davederoo hardly furniture ship know backordere may cancel shop local
0,little one cast take beating start show wear tear less week active
0,nighty night twit tty morning
1,coworker last day go miss
1,emo moment say good bye good friend ever well meet sure
0,grentone specific question let know always good write stuff well fun
0,well interesting attempt commute work not exactly plan end thoughgreat
0,order cuuutest invitation new nieceï½s christening arrive back sa sorry will not make
0,good morning every1 gorgeous n stuck work wish home chillin hopefully tha day go quick doh
0,courvidlove4eva fc back dear
1,want go home senior
1,work tonight get paycheck
0,possess beyond certainty make rite decision
0,gericaquinn yay feel love creepy follower
0,excited summer steve winwood eric clapton eagle death metal ahhh dead weather
0,finally go bed woohoo get to work lot love
1,miss old ha ha can not tell person name
1,obviouslb bow trysometime hard
0,ninas high hang ninah taylor day awesome get go home tomorrow see mom ninas low nada
1,terryronald close not think run long still not chance see
1,go to miss thick blood next friday
0,watch everything illuminate dreaaaminglt3
0,see hannah montana movie today good awesomeeeeee hannah miley rock lol
0,sweetdee15 peanut butter soup amazing everything else soup high form amazing
1,weather ugly n la really cold
0,danosphere beautiful mn day stuck inside play zelda get to play least hrs today
0,simoncurtis haha hot justin timberlake
0,citycynic sound good no clean cynic order haha good night talk tomorrow
0,spend qt hubby
1,gosh freakin bored talk
1,earlyish night tonight overtime work tomorrow boo work saturday
1,not want leave
0,guinness get new toy mom dad house hooray free stuff
1,biggabx yes fair lol
0,loris_sl happy sunday
0,lilabiem hahaha well would smack hahaha big banggg
0,feed
1,cry way final episode er previously er documentary
0,rachyzilla still not infamous liverpool store manager helped set say awesome
0,hollie steel bless go dreambear lt33333 hahahahaha
0,retweet other good tweet least day get involve thing twitter
0,one childrenthe child worldagain say happy mommy day
1,panera eat bacon egg cheese coffee
1,nicholasxjona disappoint
1,miss bed sleepy
1,reyt fancy valentinos bad time consider can not
1,dhughesy oh wait wrong state
1,work day tomorrow follow date tit jayden give mom mother day gift midnight cry
1,mac user completely give google chrome
0,hitechhall love site hoot really enjoy hair cut thailand always try time ir right thank tip
0,joshwaleigh walk home look amazing
1,undeniable truth suck talk people no good make connection come either strange distant
1,sodakan sorry hear wait list
1,suprisingly okay possibly still drunk goodbye suck though
0,get paycheck april bonus b deposit 2day rest get to wait til mon
0,well goodnight twitter bug sleep well
1,flyaarmy aduvall818 flyingphotog foxwhisper brief interruption brb goodnight not catch u later get to ck something
0,mood way much fun lol love dance techno lt3 lifelovestress ampamp set back lt3 gnite
0,celestialq good let go get do
1,agree work gorgeous day
1,crap lose game time today day history lostthegame blame meekakitty
0,thankful rain garden kid start gardening lapbook thank heidi
0,mom come home finally get guitar strap yay
1,teeeeeeeeeeeeeth hurt lot mall funnn today make 10dolla not well nothing right hehe
1,smell like beach job
0,quirke wish still around litter azalea catch dd back yard bunny lap
1,yea baby go to miss much
1,jwray12 laker baby laker ill miss game tmwr work keep post please
0,jonathanrknight btw still can not believe awesome newjabbakidz performance wasu masksi scream pc
1,exprincess sniff feel leave grin
0,lopps_1999 ohh cute fishing peaceful daughter look focus
1,know listen miley cyrus morning bad idea
0,vinnipukh ill give hug see tell say hi
1,kayleigh_stack wish could go not think ill allow p either way two show go bind get ticket
0,mitch_400iso adorable could tell pressure get
0,work happy mother day
1,busy work todayit interferre socialize
1,fyi ruin hollywood close last friday closing night
1,hi anybody else problem karma site not work
0,fishieee haha gross time come back tell well yum vancouver malay spot soon go indian
0,finally eat unagi save udon agh realize band play bear garden today one like
1,cashric miss u ceddy
0,see fiddler topol girl loooove next month annie 7th row can not wait trip music store fiddler sheet music
1,morethanfine wish could make quick trip la july miss la
0,jwdilla glad fun babe
0,jami_hirsch thank follow wish plan open shoppe tc economy turn
0,jason_manford awww lovely thing u say u manchester x
1,wanna watch quotupquot badly
0,beautiful day hangin guy graham josiah lol wait other wanna stop come food
0,watch alien boobie craig rise house early bedtime grow up
1,good friend lt3 miss much
1,get ready school read go set montepulciano practically cry cause not
0,finish book quotnudgequot go write
0,stevebrown87 noo good guy well x
0,datadirt hahah okay thank short explanation
0,vengenz1 lovely attempt poetry
1,ivansharris hey go last night expect see broadway
0,bb517 mespptc yeah okay ice ace bandage sit twitter lol thank
0,rowansong fantastic
0,grill chicken broccolli water yummy healthy well put butter veggie whatever
0,timlichfield alreet chap awesome time n congrat recent result
1,melroze90210 kno sad evry1 leavin horrible suppose b happy summer can not miss evry1
0,iamkhayyam haha come home long night see tweetie khayyam wakil usually not announce shit lol
0,help exstudent uni assignment via skype get to love connected world sudye game design even well
1,starve diet kill can not eat pm
1,see tinyï½s thinking thought smile catch radio big daft grin face
0,need break need kitkat haha
1,jclayville feel pain live apt mos previous tenant cat burn eyestight lung gregg
0,petespencer yeahwe say shite alot say shiiiterhyme light
1,walcer ready cry go long day reminisce
0,marshacollier indeed excellent movie
0,hello everyone sit rock sam air good classic rock station twitter
0,watch jay lenos 2nd last tonight show not go day without leno like four yearss
1,watch favorite movie quota walk rememberquot romantic sad love
1,okay lie mean time next week sooo much long miss mommy
0,happy mother day u milfs
0,anyone excited harry potter like damn twilight postpone first love oh well find hai chai
0,ready celebrate weekend oh wait minute
0,miss concert tuesday already really like time machine go see fun
1,sanda86 ummm sure miss alot think know mean
1,beautiful night stuck inside feelin ill instead crazzzzzzzy ass party
1,feel pretty energized amp ready face day wonly hour sleep hope last day
0,oh joy gong long weekebd yipee â
1,need follower
0,start video editing first spanking movie mina add next update
0,inthebattle really cute one favorite
1,sad no friend everyday long ass time
0,tommcfly wish could sï½o paulo show fortunately go brasilia one haha
0,joannarobbins spot oni would not tweet without thank share tonight
0,time bedgot learning tomorrow early start night night good people xxx
0,can not wait day till happiness
1,fight mum mother day
0,happy star war day lol may force strong
1,ti89 die not know
1,solangeknowle proud solange
1,cancel wow
0,kiitzyy think hahah geez lady hour ago go bed lack sleep bad skin
0,learn play sweet child mine guitar yay
1,can not find jewellry dressssss
1,itstrizunig actually web work fine tweetdeck seem culprit sadness do two diff location
0,ashleytisdale ahhh sooo happy ashley tisdale germany not oberhausen show tv clock
1,wish could go meet middle tomorrow
1,guilty _ awww nice attempt hide camera
1,angelica_yo lol wow dawg not sound like play feel bad haha
1,ayebloodyright take soul friend family watch die nightmare trust
0,may 4th today round weekend one session happy 4th fintster
0,help devin photo studio sit back sip green apple martini watch assemble everything
1,concert tonight chackin not come tomorrow
1,miss get quottwilightquot jacket modcloth man wish not long monkey arm could get l instead
1,suzyqbee say feel mama tuck night lonely get tomorrow tough
0,fuelbot hahahahahahahahahahahahaha could interesting
0,good morning world another wonderfull day start breakfst champion kid ofcourse
0,jtimberlake go resteraunt nyc aaaaaaaaaamaze
0,aceconcierge glad get safe amp see daughter enjoy time
0,catrionat7 yes yes guna lol
1,still white despite age sun
0,great weekend glad sunny today
0,wish warped tour come london canada
1,run outta bathroom pass maybe mrs french nice today
0,get pretty sweet sticker refyousuck
0,ok samcarterrule see u joey think u look interesting like thing sanctuarysunday
0,get home another wonderful night
0,sex beach cosmo kamikaze captain america ahhh fun night still not
1,surgery effin hurt
0,mj69catz thank let know print gallery would like work detail
1,ready weekend sad office tomorrow morning
0,delicatelyreal looool ana vote 7ag ele ye6le3ni taqa3od
1,last class scott julie today go miss buy bottle champagne congratulatory gift
1,kurttheobald no problem unfortunately think something sort
1,hookedonwinter picture make thristy everyday
0,happy star war dayevery one may fourth
1,wholee aaron play gig life aquatic party outside austin think well mis tt bday party sadly
0,buffalokid thank feedback surreal life surreal oil
1,sad discontinue sesame tofu salad trader joe
0,here euan stoweboyd evening drink thursday night london
1,get back fromahem meal4wa bore eat nonetheless
0,amazing brand new pari neb break go figure weekend look like will not get another one next week sigh
0,hang school last day senior
0,scalzi happy frickin birthday try not bitter share day lovely wife mother
0,feel happy despite amount work need today happy time
0,finally back dinner party fun alice no wine proposedwere getting marry next week may 15th
1,lrntoswim thx followfriday afraid remiss blip lately
0,one alltime favorite episodesquote officeus
0,jonbongato haha interesting haha
1,lilivonshtupp rather go matinee work still debate whether go cos go alone no fun haha
1,ready go work not bother
0,exocetau always champion league party tis awesome
1,well exam fail bsc go
0,always get really excited steal kiss ben harper come ipodgreat songlove beatboxing beginning
0,brokenromantic haha malamang one chef
0,realhughjackman absolutely amazing wolverine sooo beautiful also amazing person look u
0,sleep time biglittle lunch tomorrow olive garden
0,debpenner deb look forward explore simpleologymark joyner ill back hour
0,trswift yep meeeee awesome hahahha
1,not see muffin two whole day
0,get back footy thankgod eagle win
0,hang kevin tomorrow go productive
0,yays poker win sketchy student decide show today lawl
1,mcfonald roulette lose forget mygrille snack wrap
0,jy6 look forward mandarin album hope come singapore
1,pay bill no money
0,still thank pray ahahaha watch britney record school today good day
0,zaragreen no problem keep comin
1,warhammer 40k space marine officially announce ps3 no luck pc gamer
0,jonathanrknight awww sweetie hope mom wonderful mother day
0,sun wake beautiful day
1,listen joeymcintyryes without lovehe torture songmake sad
1,lauriedriscoll finish twilight wish not
1,workbore mind
1,deevazquez lol offer case guiness one buy two ill stay let start bidding war
1,end face face bear drive home evening sadly take wood haul cameraphone
1,damn raining
0,pegelcape ya kelile kuilbuttotally awesomewa amazed templecultureambiencetruly amazing thailand
1,misscaseyb know mean rain suck
1,dayna_aka_rowan could talk probably not though
1,columbus blue jacke may moviee anew city play sad news
0,ahh sunshine delete spam email day bbq sun wonderful
0,enjoy quotgear warquot pc game really gooooood
0,starbuck lovin
1,gavinholt wish outside
1,mind play trick meor could either way ish mind heavy sleepy
1,dammit can not watch stadium music
0,finally go home long night ready crash awesome dream
1,well guess not head la weekend doubt ill get go ps blog meet greet
0,first sleep spend day mom since mother day might even chinese
1,thesvillenew sad day great guy enthusiastic teacher
1,apparently degree kilkenny comedy would great remedy boredom hell leave kilkenny
0,paceyy yeah know thing would much easy way bored boy play tekenen can not spell
0,balmeras weekend quiet plan new website today research choose hat coffee hat sound good though kettle
0,quotdream well world comingquot someone could live word dude
1,kelleyviolet suck thundering get ready shut
1,richardmadeley oh final msg not review boardgame bookchaseï½ telly not even get nice letter
0,win gps post prom
0,idmoore enjoy day prob see u top glyder no pint get to drive straight back get dog stuff sunday
0,nizhonipetphoto wannna go wanna go anywhere jersey
1,food house sugar ant
1,say quotwe close 6quot not mean quotcome 6quot ffs people also rip polly
0,thaboyophicial good eatin hey follow son p33zy
1,oh also here clip new moon trailer can not watch cuz work
0,fallenstar _ get follow feel special
0,jessums31 yup working could not recover anything though
1,nooo ill must paracetamol nice weather today though
1,aw zach not feel well hope get well babysitting cancel
0,williamfdevault send twitter invite poet friend hop come poetize would love see poet poet
0,get bunch present mail mama excited open birthday day
0,hope not come piggy flu eye red neck no long hold heavy head time sleep sogni doro
0,tatylicious hey chick go ja pick hot guy eat jerk pork festival well already hot guy
1,work mad block site no fun not block facebook twitter amp youtube
0,pass driver test driveoh wait not turn till october
0,sweetlilmzmia thank song youï½re awesome sing along day
1,jayceiinc disgusted well baron spelling lesson homie haha quoteffortquot quotteamquot r u shwasty shloshe love
1,feel really dizzy not soo good
1,sickk tomorrow disaster not get well
0,get ready go read pray go bed enjoy rest night
0,jbcp separate desk computer side room short dividersbut think need extend ceiling
1,rawrrgasmic dreary monday morning sleep like crapgive break
1,ugh hungry scarf lunch even think take pic feastfriday
1,leslie_pearlman mow love mow
0,lmaoummmm nothing
1,danielradcliffe snitchsneeker photo cool dang comment chest hair creepy
0,missxmarisa scone afternoon great go to make cupcake week wednesday
1,ankurb english screw overall percentage x xii probably adm test shit happen
1,walmart orientationit work seriouslythis suck
0,safig lolwat vibe doin atlantic amp ur shirt twitter pic lol
1,alexandergwhite daaammmnnnnn wish
1,brran1 really suck think might cry skip anything important not comp get disposable
0,rliversidge great stuff can not wait hear
1,tryin not fall asleep work
1,exhaust hour work week
0,go church morninghappy mommas day almost
0,kat_04071991 haaa awesome remember brother get give woody get upset cause get buzz get lmfao
0,do positive affirmation back japanese yay bank holiday monday
1,mouth hurt wish could cut head
0,every mom mommy mother happy mother day hope something special fun today
0,tferthoma thank
0,ice skating last show part morning mozart awesome can not wait friday saturday love u
0,beautiful stay inside
0,dayteed cool linux
0,codingvictim nice back
0,caldjr yeh
1,know neck jack force pay parking bc can not turn head parallel park free space
0,sentimentalizzy lady water pure bs remember enjoy film
0,susiecheng need simple reminderthx
1,jowork oh gon com back againand yo azz betta make vid yo prom boy
1,spanish crap
1,valholla sad kind mess get weekend
1,oh darn lose another follower
0,hungrygirl bad movie really pretty good not scared away even people costume
0,babyexpat commercial shoot tokyo not much time play quick dirty
0,tuffyr cute manly cute course remind scion
1,cry eye watch girl last period hahah
0,xennyeh fuck yeah dude would ask already fucking know
0,indiepixie omg roach room first time ever apartment today hope not patricia luck next
1,phillyred sad true
0,alhamdulilah get accept nafa
1,uwbadgerkelly chip sale will
0,happy happy joy joy good enough
0,rikmach yeah remember hug
0,perfect show enjoy
1,write lyric new song excitingi sleep full stomach bad feeling wake still feel full euggh
1,plan evening dinner shop dress shirt watch go bed plan saturday funeral friend
1,think get cold
1,head hurt
0,parentbynature lovely
1,nanaimo 2day miss son already not even leave yet
1,damn wish botcon everyone
0,jasonbradbury not addict sociable
1,babysitte dogsthey place
0,oh happy day nice weather smile happy baby icecream later
1,gain 3lb wish could afford something top raman job
0,xoshattere _ miss today great day ever burn shit lmfao nice tan rid hrs lt3
1,scrapshoppeetsy rt heart past day etsy boo hoototally
0,vacation look forward next one
1,thank google adsense payment aussie dollar not strong
0,get home another amazing night
0,yehey summer exciteeeddd balme aaaaaalcohol
1,demi super girl not like french fan
0,yum whole box cooky
0,make margarita watch milk good time
1,watermelon39 haha twitter hard though not
0,slice pizza movie star trek share hot fudge sundae sundae house saturday night date night
1,arundo_donax not puppy freaking adorable not want let go fuzzypuppy
0,dw funny
0,djclichedarkne not good homemade flour tortilla age
0,huhuhu still work get new client motion graphic
0,really really ready
0,see new star trek movie good zachary quinto amazingggg
1,can not fucking concentrate damn heat cooler not job
0,amazondotjon whoaaaaaaaaaaa ryan see smile
0,welsh_lottie not one favourite pastime weekend long weekend monday ice show w gdaughter
0,arielm27 happy happy birthday
1,dreary bus ride home rub eye least not spend day school hrs well spend
1,laundry time lot
1,try fix sister ipod phoenix tomorrow morning 445am hopefully ill actually get play tournament stupid fence
0,pink ur show r amazin keep x
1,infobunny ouch realise shelter upbringing
0,late see animal collective oakland amazing try clean room
0,recollect jog almost perfect except unkown type hang vehicle much mental noise mile jog
0,takaki_i yeah poor yao hope u fun look laker jerseyz haha enjoy ur time buddy
1,wish not go work tonight
1,phone stubborn think gene something
1,sooooo drop phone not text tweet currently bang face spike cover poison ivy infest wall
1,want join live michigan
1,hate watchn thing make sad n wana cry
0,fixxatedstar aww thank soulmate haha
1,jmorgan0909 not get another one alfie
1,eshsomajor dare u love make make email strange u never reply
0,look website work
0,happy juddday
0,rocknrollqueene loretta_aston welcome twitter let know question would love help
0,love rain golf
0,starbuck
1,film carnival music video remind cherry festival use go back home ahhh memory
0,timdifford ohhh beautiful place hol go steady mead
1,chocolovere feel way every day
1,well glorious weekend bloody raining nice bh order
1,emo_zaboo ok hurt abit think good job rude people could understand x
1,booo meanie victoria tease piece cheese
0,join twitter hiya world
0,water horse movie totally make want go scotland want water horse lol
1,go miss reemer couple month tour
1,rebeccanavarro banditta00 sorry back food call namelolall good hi sorry not say soon lol
0,yay dad agree pay tuition equipment yipee not till nxt jan tho
0,iampritty oh outside glad see not melt
1,shaniquadenise sooo lucky fiance away wthe marine corpshavent even see yet
0,super massive sandwich mom make last nightohh yummy btw happy mother day mom
1,_ erica know right
1,car break time start look get another not one thing another
0,right need breakfast let see make tweet think bloke multitaske lol
0,rosehwang good evening rise
1,charlie roastbeef mostaza no manejamos wtf
0,star sunshine office window
0,david_n_wilson cmon like superpower explanation well lol
0,last day last time visit parent unmarried woman
1,sad christian lacroix file bankruptcy
1,anothrstupidkid lucky bed ice cream sore couch cardboard
0,not go work tomorrow good time revision though
1,bye bye edinburgh not want leave
1,hypernyck get ticket picking lookin slim soo prob not
0,think becoming obsess mgmt kid lt3
1,wish outside thing go to kill work day everyday summer
0,watch cavs
0,ahh save mow lawn rain plenty time go kayak bless rain god
0,awesome day zoo yes2dy gettin ready church yay
1,aweeke haha nope will not altho train back leed book hour early will not let change
0,kinda do try ugh oh well worth effort long day tomorrow night tweeter
1,rumpelwald ne muss noch woche warten
1,way shreveport forget bad thing bring life
1,hub day parade course cancel castle show midshow
1,get back nom nom favourite restaurant haarlem sad miss eat food incredible
0,davidarchie ok david talk later great dayyyy ay ay ay ay
1,want hang play can not fiddle faddle workload
1,early wanna go back sleeep
1,ughh none app work phone hate
1,yelyahwilliam alright really wish guy could do show tennessee can not go one show
1,2moro end stay grandma bad ny ft laud 4a weddin florida fun miss home spikecar lol
1,wish not spend money last night
0,free unlimited ringtone usa awesome iphone
0,think people would buy slap chop commercial like
0,webanime tbaggins1 thank follow
1,mummy cook dinner miss everybody else eat feel lt3d
0,today first mother day little boy hope beautiful mother day
0,wash clothe type xd woooo
0,listen dashboard confessional amp counting day varsityfc concert may 16th ashgoz
1,ceo_inthemake aw
0,frog attack chelseylol funny
0,start integrate twitter forexforumsorg look like great partnership welcome chat room tomorow day
1,beer garden ipod friday night shame get work tomorrow
0,nairtseuqe son not one really nice know really good three dh late today
1,suziebee123 yes dear opff bbl8r
1,wait aaron get town leave work booo
1,charter piss rest internet access blog except fix soon say see
1,cat miss day freak
0,go to miss guy much thank make year senior school amazing
1,feel like go toss cooky
0,seem like everyone we watch xman feel like start revolution feel nice
1,interesting evening amongst homeless people venice beach last night wish camera model release
1,gym no fun
1,bite tongue blood everywhere
0,yay go taylor swift come australia
1,bye plurk muna back do read book
0,woo hoo party go to fun
0,dannywood glad u could check we today keep touch
0,think go to rain
1,get to go go circus real circus not britney tour sadly
1,chapter probably monday still need comment
1,allergic hot wax
0,can not take feeling away melt3 go lay amp watch movie
1,xoshayzer knoww thing will not samee lt3
0,jojowright ooh nice score jojo
1,painful sound world crying someone love bad can not even hold say sorry
1,ugh tired
0,chearn73 thank make sure u read group description well understand project
0,ccr_harris way two ten hour realale take
1,no swine flu temperature screening feel like criminal cold
0,meet one nerdi server chilis today lol awesome favorite
0,lar206 see baby blue regal word quotslabquot write huge letter side hahaaaa
0,sun shin
0,back wingman great weekend
1,aw wee lassie make cry tear streamin doon face lol wee shame x
0,deversum good morning hazel caffeineshot
1,citygirllife ready weekend see flash flood warning around
0,johncmayer haha humor make happy
1,biffbarker ohhhhh miss brunch
1,bgoldy sit traffic try escape campus feel hellish
1,feel like crap
0,overall tonight snl epic win
1,melissajeanine ew sorry zach
1,lozzyx noice realise exam week forget whole week unit term thing
1,ghostexecutive bummer go try make commitment afraid get way next time hopefully
1,shebababy rebroadcast last week pacquiaohatton fight not plan night around say much already
0,snarkandboob lol like log ride reference think think ride wet get
1,likewise buttahbrown well ask not appreciate neglect sir fresh
1,steffisticate record send people obviously mean get not feel bad
1,not get hug today
0,cute cat moment video enjoy
0,lovely day yesterday weather great stupid slapton
0,back good party ever
1,brittanytastic aww horrible xd
1,lesliein say bummed miss sigh want go california
1,not feel well get dentist appointment later
0,sadknob ok happy hear feel fine
1,feel rather peckishno dinner least hour wah
1,weekend go way fast way work david archuleta tow
1,decide can not stand guykawasaki alltop spam long
1,sorry gpgmail
0,jemambrose congrat highly doubt ull buyer remorseuve want car
1,hoe none
1,inlovewitharmy southridge move week later cause swine flu think
0,happy star war dayme jaja bink ha crappy day outside though ah well make bit motivation revise
1,empirebetty well tell not marry like maybe stuck situation like
1,hate getting put steroid face
1,scarletty24 know suck master procrastinator guy not much fun without
0,skip school way often rather proud actually
0,toast baked bean sandwich red wine perfect sunday night dinner combination
0,happy_pill punch bag never touch cover brother sweat u use u want hehe
1,h2_themovie get write halloween interview w danielle harris darn late contest
0,sashairene hahaha oh man please come pomona would love see everyday instead like year
0,sjsharksfan haha agree test dummy go say quotdo whatever wantquot always love magic
